Username,Rating,Date,Comment
Tamara,,"Reviewed in the United States on June 11, 2024","It's light, responsive, good battery life. For a casual gamer, This mouse does as expected with no complaints. Some might not like how light it is, but I don't mind it's weight."
Mingyuan Wang,,"Reviewed in the United States on June 19, 2024","I didn’t receive it in time, but considering where I live it is nobody’s fault. But overall, I received it in perfect condition."
Desiree Garrison,,"Reviewed in the United States on June 17, 2024","My husband loves this mouse! Easy set up, no issues. Appearance is just like the pictures. Corded so no issues with connection"
Y1,,"Reviewed in the United States on June 1, 2024","I am not a gamer but needed a new ergonomic mouse. I opted for wired instead of Bluetooth to avoid dealing with batteries or charging.

PROs:
+ High-speed middle mouse wheel is AMAZING. Scroll up/down so fast now.
+ Feel in hand is quite natural

CONs:
- None so far"
Alex,,"Reviewed in the United States on May 28, 2024",I have the Razer version and the G Hero in wired. Th his one is very light weight and the battery I swear lasted me 260 hours on my first charge. I bought the mouse to use with a brand new game and the mouse hit 4% when my game time log hit 255hrs.
Corey,,"Reviewed in the United States on May 15, 2024","I play every kind of game out there and have used many mice over the years, but this one is my favorite for everything. It is very light and ergonomic with just enough buttons to play all the games I love and not too many that have to come up with excuses as to why I have so many. I know a lot of people don't like Ghub but I find Ghub very easy to use and reliable."
alyssia,,"Reviewed in the United States on May 20, 2024",cute and the light and all the buttons are fully customizable. I’m not a mouse expert so don’t come to this review for that but i like it. Oh and it lasts for like a week and a half and i charge it overnight.
Mike P.,,"Reviewed in the United States on May 10, 2023","Hey gamers, buckle up for a wild ride because the Logitech G502 X PLUS LIGHTSPEED just took my gaming experience to the next level! This mouse is an absolute beast that deserves all the praise it gets. Let me break down why this bad boy is a must-have for any serious gamer out there.

First off, the LIGHTFORCE hybrid switches. These babies offer the perfect blend of responsiveness and durability. Every click feels smooth and satisfying, giving you that extra edge during intense gaming sessions. They've got a fantastic tactile feel that's simply addictive, and trust me, you won't be able to resist clicking away on this mouse.

And can we talk about the HERO 25K gaming sensor? It's a game-changer (literally!). The precision and accuracy it delivers are unmatched. No matter how frantic the gameplay gets, this sensor keeps up flawlessly, ensuring every move you make is registered in real-time. It's like having a sixth sense in the virtual world!

Now, let's dive into the LIGHTSYNC RGB. I'm a sucker for RGB lighting, and the G502 X PLUS LIGHTSPEED delivers it in all its glory. The customization options are out of this world! You can synchronize the lighting with your favorite games or create your own mesmerizing light shows. It adds that extra touch of style to your setup, making you feel like a true gaming wizard.

One thing I absolutely adore about this mouse is its wireless functionality. With LIGHTSPEED technology, the G502 X PLUS delivers a lag-free, ultra-fast connection. It's as if the mouse is hardwired to your PC, minus the annoying cables. The freedom to move around without any restrictions is truly liberating, especially during intense gaming moments.

Compatibility-wise, this mouse plays well with both PC and macOS. So whether you're a Windows warrior or a macOS maverick, the G502 X PLUS has got you covered. It's versatile, adaptable, and ready to take on any gaming setup.

Finally, let's not forget about the design. The sleek black finish exudes elegance and sophistication. It fits perfectly in my hand, providing an ergonomic grip that's comfortable even during marathon gaming sessions. It's clear that Logitech put a lot of thought into every detail, ensuring a premium feel from the moment you unbox it.

In conclusion, the Logitech G502 X PLUS LIGHTSPEED is an absolute game-changer. With its LIGHTFORCE hybrid switches, HERO 25K gaming sensor, LIGHTSYNC RGB, and seamless wireless connectivity, it's everything a gamer could dream of and more. If you're serious about gaming and want to elevate your skills to the next level, this mouse is an essential addition to your arsenal. Trust me, once you experience the power of the G502 X PLUS, you won't look back.

So grab yours now, unleash the beast, and let the gaming magic unfold!

Happy gaming,
Mike P."
Brandon Garrett,,"Reviewed in the United States on June 15, 2024",Love this mouse. It has a lot of potential to customize button layout.
Connor J.,,"Reviewed in the United States on May 18, 2024","I purchased this mouse the end of last year when I was building my current main rig, and in the time I’ve used it so far; it has been great. It’s become one of my favorite mice I’ve ever owned, and combined with the G915 keyboard, it’s an excellent setup."
Bryce,,"Reviewed in the United States on May 18, 2024","Been using for a few weeks, super quick response, ergonomic enough (i have smaller hands, so it's a bit wonky). But overall coming from wired default mice, it's amazing and I can see myself using it for years to come."
Delbert Wann,,"Reviewed in the United States on May 29, 2024",the mouse is so far A great mouse it. It works and looks cool with the RGB lights on but that also makes you have to charge it more.
David Broido,,"Reviewed in the United States on June 9, 2024",I was with the G900 Chaos Spectrum for so long. This is a vast improvement.
julio s.,,"Reviewed in the United States on June 15, 2024",
Chris,,"Reviewed in the United States on April 27, 2024",This little thing packs a punch! its got so many different features wrapped into one mouse. You can slow the speed of the mouse or speed it up. It has quick access and reaction buttons that are great for both your everyday browsing options but also for the gamers out there and it just looks cool! Would be awesome if you could change the color that illuminates in the mouse but still completely awesome and exceeds expectations
Joseph R. Granto,,"Reviewed in the United States on February 27, 2024","My old starting going bad after 4 years (mouse clicks became intermittent). The G502 X Plus Lightspeed is the modern replacement. It is essentially the same as my old Lightspeed except with a slightly better sensor, lighter (and no add-on weights), and more RGB.

I love the design and ergonomics of the G502 series, so I love this mouse. With the exception of being lighter, it feels the same (which is a good thing). It still requires the G Hub software for programming, which I HATE. G Hub is seriously horrible. But the mouse is worth it.

Be advised that, due to the suckiness of G Hub, any profiles you have with a different mouse have to be manually recreated with a new mouse. This was confirmed by Logitech support and is due to each device being assigned a unique ID, and the profiles are device-specific. Thus, if you upgrade your mouse, or if your upgrade your computer, you had better document your profile settings so that you can recreate them. This is not a mouse problem - the problem is that G Hub is horrible."
Andres G.,,"Reviewed in the United States on May 21, 2024","Tuve un GS700 por 8 años pero un boton dejó de funcionar, quería cambiar por un ratón blanco y este es perfecto"
Yuuma Gh0st,,"Reviewed in the United States on April 13, 2024","You really want to have grips or skins day one. The factory coating is great but it attracts oil and dust like the plague. Pics is one I modded(I rebuild mice, build keebs and ultra high end pc’s) and it’s almost a year old now. No wear on the coatings at all. A good pair of glass skates and you won’t notice the weight at all. 4K would have been nice at this price point. These are most likely on sale to a new one coming hopefully"
Shopper,,"Reviewed in the United States on February 29, 2024","I needed a powerplay compatible mouse and decided on this one. The LED lights, though superfluous and an added cost, are pleasant to look at and have smooth gradient effects. The battery stays > 80% when using the powerplay mat without enabling any energy-saving features.

There are a couple issues I've come across:

1. If you don't use the onboard memory, when the mouse wakes up it will momentarily use default settings which is most noticeable with the DPI -- the mouse will start moving slowly then when it loads your settings it sets your desired DPI which causes a jump in sensitivity. It's jarring, and if you're moving a window when it occurs it let's go of the window when the switch occurs.

2. If you use the onboard memory to avoid issue #1, the RGB lighting is sort of unpredictable. Sometimes it will work as expected, but other times it won't turn on at all. And sometimes it will use some random lighting colors that you don't define in G Hub."
Magman,,"Reviewed in the United States on September 17, 2022","I've been using the g502 mouse since they first release and I love how they feel because I have large hands.
The issue I had with the old mice was the left button would always go bad on me I've went through four of them so far and it seemed to last me I'm about a year or so before issues arise.
Come to find out it was a very common issue with the types of switches they were using so they wouldn't hold the click even though you were holding the button down.
The new g502x uses an optical switch and I was concerned with how good it would feel because I've seen a couple reviewers talk about how travel there was in the left click button before it would actually actuate but either they fixed that issue before they released them to the public or I got lucky and got a good one or it's possible that it's just not as bad as the reviewers saying it had too much travel.
Compared to my g502 hero it is a lot lighter and the Virgin PTFE pads really make a difference that so much smoother across my mouse pad.
Back to what I was talking about before the optical switches feel great to me they feel like a very positive click and it's very fast to actuate.
The general shape is great since I'm already used to the g502 because there was no adjustment. To get used to this mouse like there is sometimes when you switch from one brand to another because physically it's almost the same as far as the in hand field goes.

They went with a lighter scroll wheel which I thought would be an issue whenever I would use the free Spin feature by unlocking the scroll wheel because of less rotating Mass however I can give the wheel a good flick and it spins like crazy so I'm very happy with it.
The scroll wheel also has a more tactile feel when switching between weapons and games or whatever you might use your scroll wheel for in your game feels like it is a little more firm than my old mouse but that could just be the fact of the old mouse was born in but it is by no means hard to turn in fact due to the new design actually find it easier to grip and spin with my fingers.

My overall impressions of this mouth so far are that I think I'm going to love it it definitely seems like a winner in my book."
Amazon Customer,,"Reviewed in the United States on May 28, 2024",👍🏼
Dale Dufford,,"Reviewed in the United States on July 28, 2023","I have tried many mice throughout the years from many different brands and with many different grip styles, but I always find myself coming back to the G502. I've had several of them over the years, but this one is by far my favorite.

PROS:
-The design of the mouse is great (in my opinion)
-Premium build quality.
-It fits my hand perfectly and is extremely comfortable for long-term use.
-It glides across my desk with ease.
-Logitech's Lightspeed Wireless technology is great. I've never experienced a moment of lag or had the mouse disconnect.
-The ""infinite-scroll"" scroll wheel is awesome to have on this mouse, especially as a frequent MX Master user.
-The buttons feel great and work consistently.
-The battery lasts me for weeks with consistent heavy usage (with LEDs off)
-USB-C Charging

CONS:
-Expensive. Like, really expensive. There are plenty of other mice that absolutely destroy this mouse in price-to-performance.
-Poor battery life with LEDs on. One of the main reasons I switched to this mouse from the Razer Viper Ultimate I was using was the poor battery life of the Viper (with LEDs on). The G502 definitely outperforms the Viper in terms of battery life (With LEDs on), but still will only last me a few days with heavy usage. I've since turned the LEDs off and have had incredible battery life.
-Heavy. This is by no means a lightweight mouse. It comes with extra optional weights that you can add to the mouse, but they make an already heavy mouse even heavier. I personally don't love super lightweight mice, and the G502 without the weights is about the perfect weight for me. However, I know many people prefer lightweight mice over heavy ones.

Overall, this is a fantastic mouse, and I expect to continue to use it for years to come. This is a big step up in quality from their G502 Hero mouse. I have used several of them in the past, and they've always just felt cheap to me. This mouse feels premium but also has a premium price tag."
Dave Piston,,"Reviewed in the United States on February 1, 2024","Pros:
1) Distinct metallicy click sound when using main mouse buttons (love it or hate it, I love it)
2) Cool looking design and colors
3) Buttons feel good to use and have good response times
4) Mouse is light and easy to maneuver when using
5) Good selection of buttons
6) App is easy to use

Cons:
1) The mouse is rather long so those with smaller hands or those that prefer a smaller mouse should look elsewhere. It took some getting used to and I still wish it was about half an inch smaller for better button access.
2) The cord can be annoying but that was the tradeoff with the price so it balances. Know what you're getting into. No batteries and great respone time but you're physically tethered.
3) As far as I know you can't reprogram the DPI adjustment buttons on the top to the left of the main mouse button. I rarely need to adjust DPI on the fly and would rather program them for specific games but I don't think that's an option.

Summary:
Overall good design and performance. You sacrifice freedom of movement with the cord but I think the value and the lack of batteries and bluetooth hassle are worth it."
Shira,,"Reviewed in the United States on January 3, 2024","Geared up for a late-night raid with my squad, I snagged my new Logitech mouse (not gonna lie, the name's a mouthful, but I'll stick with ""Speedy"") and dove in. This little beast was a game-changer. My usual wired mouse always tangled in the heat of the moment, yanking me out of the zone at the worst times. Speedy's wireless freedom was pure magic. No more cord bungee acrobatics, just smooth, precise tracking as I mowed down enemies.
Speaking of precision, Speedy's sensor is like a freakin' laser. Headshots I used to dream about were landing with sickening regularity. And the clicks? Oh, the clicks. Satisfyingly snappy without feeling mushy – they felt like an extension of my own reflexes. Plus, the programmable buttons let me map my grenades and abilities right where my fingers naturally rested. No more fumbling for keys in the heat of battle.
Overall, Speedy's become my trusty wingman. Whether I'm dominating in FPS games or just trying to conquer spreadsheets, it's been a total upgrade. If you're looking for a wireless mouse that's as quick as it is comfy, do yourself a favor and grab one. You won't regret it."
Kevin,,"Reviewed in the United States on April 6, 2024","I bought a wireless mouse to stop my cat from sitting on the cord and preventing me from moving the mouse. Now he's knocked this one off my desk a few times (3ft drop onto tile floor) and it's still in perfect condition.

The next time might be the last, but I'm happy with the durability to even survive one drop. Just don't leave it unattended anywhere near the edge of your desk if you have pets or young kids."
Alex Chulzhanov,,"Reviewed in the United States on December 28, 2023","I was a bit hesitant on the price for this mouse but ordered one to replace my well worn MX Master 3S. Overall the mouse is very high quality, responsive and accurate with great features both for gaming and for productivity.

Pros:
- PTFE sliders
- Excellent ergonomics and material choices, improved over the G502 Hero
- Highly accurate and good feedback in the buttons and scrolling
- Hyperscrolling button for going through spreadsheets or email inboxes very quickly
- Good weight (this one is subjective, but I like a heavier mouse. Even being wireless this one is pretty lightweight but enough mass to have a nice feel)

Cons:
- Lightspeed only. Lightspeed is really cool, and makes the mouse extremely accurate, but not having the convenience of Bluetooth is definitely a minus in my book, especially having to switch the dongle between devices instead of just pressing a button on the bottom of the mouse like with the MX Master.

Aside from the dongle limitations, the mouse itself is well worth it. The RGB lighting is very nice and Logitech’s G Hub software is pretty good. Battery life has also been very good. I am interested to try it out with the PowerPlay mouse pad eventually, as this mouse is compatible."
Samuel Perez,,"Reviewed in the United States on May 8, 2024",The mouse is great for peple with bigger-than-average hands while still maintaining a light weight for effortless movement.
S. Hall,,"Reviewed in the United States on January 20, 2023","EDIT October 1st 2023:
I have to make an update to this because Ive found something that has become and issue for me with this mouse. Because of the way the mouse is shaped and how I hold it, I have noticed that I am pushing on the front of the mouse with my fingertips and lifting the mouse up on the back end at times which makes the sensor not work properly. I had never noticed this prior but its become an issue at times during heated gameplay sessions. Because the mouse buttons hang so far over the edge of the mouse body and because I have larger hands and tend to be a bit heavy handed when using the mouse, it pushed down on the front lifting the back of the mouse and moving the sensor away from my mousepad thus making it stop working at times. This is something Im going to have to adjust in terms of how I use and hold the mouse and can be overcome I think, but its something I will be more aware of moving forward when looking at buying a new mouse to replace this one eventually. If you have larger hands and tend to be a bit more aggressive, this might also be an issue for you so be aware of that prior to purchase.

Ive used the G502 series mice for years now starting with the original wired version then moving to the wireless. Love both of them and this wasnt a need as much as it was a want purchase and its great.

The only thing I dont like it about it is the sound the new switches make. I know its a silly quibble, but the clanky sound on the primary left and right mouse buttons is clanky whereas the previous 502 wireless has a softer click to it. Maybe it just needs to break in a bit and it will go away but other than that its great."
Daniel Valdivieso,,"Reviewed in the United States on May 11, 2024","The mouse is very good, my computer is a Mac and it has worked great for me"
Amazon Customer,,"Reviewed in the United States on October 5, 2023","I had a G502 HERO, but wound up hating it due to the awful, slippery, ultra heavy mouse wheel and overall weight. This fixes these problems, and it is now my favorite mouse. It is much lighter overall, and while the wheel is still a bit heavier than I'd like, it requires much less force to scroll in click mode, and has less momentum in free scrolling mode than the HERO. It also has a nice texture rubber surface, instead of the HERO's awful smooth metallish texture.

The (separate) wireless charging system also works very well, and pretty much solves the last remaining issue with a wireless mouse.

I don't remember if this was a feature of the older versions, but this lets you remove that awful ""Shift"" thumb button, that was always in the way for general use, but still too far from my thumb to reach conveniently. You can now shift it closer, or remove it altogether, which is great.

The only major downside is that Logitech's software has unfortunately been overwhelmed with bloat, which used to be one of their major advantages back when LGS (or even SetPoint) was a thing, and this mouse isn't supported by LGS at all. Fortunately they now provide a tool which lets you edit the memory profiles stored on the mouse itself without installing that awful heap of bloatware G HUB or whatever it is called now. It is somewhat limited, particularly as it doesn't support macros but it is enough for most uses, and autohotkey fills in the gaps."
Christopher,,"Reviewed in the United States on April 22, 2024","Way better than its predecessor! Fine addition to my collection (yes, Star Wars pun). Couldn’t recommend this enough - definitely worth every cent! It’s lightweight, excellent battery life, quick to charge to 100%, amazing connectivity, and fits perfectly as well as comfortably in the hand! Amazing!"
6ish,,"Reviewed in the United States on April 2, 2024",Extra points for the ergonomics on this one the buttons almost push themselves! love the versatility of this one the extra scroll options and side buttons neatly packed can make this mouse very underestimated. ADS on ADS and control of DPI at your fingers allows for instant adjustments in pace making it a FPS BA..js
Liz,,"Reviewed in the United States on November 22, 2023","We are going on a ""replace peripherals with USB C versions"" around the house, and it was mouse time. I figured a Lightspeed version of my favorite G502 would be a straight swap just with USB C. I've been pleasantly surprised (and one aspect I was convinced I wouldn't, but turned out fine). First, the traction pads have a nice upgrade that makes the mouse float over a mousepad, friction is really perfect. The hybrid clicks on the primary and secondary buttons feel really good, good haptic feedback but not overkill like a mechanical keyboard (different strokes for different folks). I was VERY worried when I got the mouse and noticed an oversight on my part: the X lightspeed version doesn't come with weights, one of my favorite features of the older non X version. After a few days, I can confidently say I've forgotten all about the weights. The X version is SIGNIFICANTLY lighter but very well balanced, I don't find my self wanting for the weights, action on this mouse is really consistent. Got this on Black Friday sale, old mouse gets the rotation to wife's work machine (she loves it) and everybody's happy."
panda bear,,"Reviewed in the United States on May 6, 2024",Light very accurate mouse looks cool the price was bit high but still worth it
Rictone,,"Reviewed in the United States on May 22, 2024",I love this mouse. Super click great app integration. The rgb is killer. Just enough weight. Suits my setup very well.
jacob,,"Reviewed in the United States on April 21, 2024",Finally decided to upgrade and it was definitely worth it. It's extremely comfortable to hold and the battery last forver
Carl,,"Reviewed in the United States on April 10, 2024",I am hoping with the new lightforce switches that I won't have any problem with double click like I did on my former Logitech mouses. I do miss the optional weights my previous mouse had. Sometimes it feels too light.
TheBIGLebowski,,"Reviewed in the United States on December 29, 2023","Bought this mouse to replace my Steel Series 310 rival and I have been extremely happy with almost everything, with the exception of the software. The software is not great and lacking features that is used by many other mouse brands. The one thing with the software that I am disappointed that is missing is there isn't an option for angle snapping which I like to use when doing CAD work. That is the only thing that is keeping this from a 5 star review.

One of the things that I have found the most useful that I didnt expect was the free scrolling mouse wheel when the button is clicked off. Such a breeze navigating websites and other programs to get through menus and etc.

Gaming with this is nice and the mechanical switches feel very good when using the buttons on the mouse. My only grip is the software lacking in features. But with that said I would buy this again if I am ever looking for another mouse."
Michael,,"Reviewed in the United States on October 14, 2023","If you're a fan of the original g502, this is a great upgrade. Though, nothing wrong with the original.

With those who do upgrade, expect a similar shape albeit slightly different but nonetheless fits your hand perfectly. I find this mouse to be exemplary for those looking for one mouse to get the job done. This isn't your lightweight fps mouse, but if weight is of no obligation to you, this mouse at 106g is nimble enough for most.

What's nice is for you star wars lovers including myself is that you can get this Millennium Falcon version at no upcharge versus the plain black or white. The printing is immaculate and the colored plastics are fantastic and compliment the art design as well.

I also feel as this came specific mouse came out almost a year after the original that internal tweaks were performed by Logitech to improve mouse quality. Prior copies have had a very metallic sound to the click with them being hybrid optical switches. I find this batch to have increase quality click and doesn't have the harsh feed back and jarring bottom out feeling when using the mouse.

Overall, I am highly impressed with this mouse. And the fact that this mouse feels better the the original batch and themed as the Millennium Falcon at the same price as the other model makes this a no brainer for those Star Wars fans or those going with a Star Wars aesthetic."
Aaron Franke,,"Reviewed in the United States on November 11, 2023","I had a minor amount of connection issues with the wireless dongle, where it cuts out for a small fraction of a second many times per hour. I was planning on using wired anyway but I wanted to have the option of wireless available so I gave it a shot, I was a bit disappointed. However it may have been an issue with my setup (hardware, OS, drivers, interference, etc) or a one-off issue, it'll work well enough for situations where I don't need perfect reliability (like controlling an HTPC), and it works perfectly in wired mode, so I'm still going to round up to 5 stars.

The scroll wheel feels a bit too stiff in the fixed step mode, and way too loose in the free mode, for my personal taste. I ended up using the fixed step mode and just adjusting to the stiffness.

The mouse is configured in software, but the configuration can be saved to the hardware, and multiple profiles can be installed and toggled with a button on the mouse. This is great, because I can configure it once and then never touch the software again.

The selection of buttons on the mouse is perfect. Not a massive keypad like some mice, but still plenty of good buttons. Each is unique, easy to find by touch, feels great to press, and are in non-intrusive locations (like the scroll wheel side clicking, or the buttons to the left of the left click)."
Russell Manley,,"Reviewed in the United States on April 23, 2024","I need to have my logitech mouse for gaming. Ive tried other named brands, but they just don't compare."
Ashley Martinez,,"Reviewed in the United States on May 1, 2024",Easy to use
David V,,"Reviewed in the United States on April 16, 2024","Realmente es un gran producto, llego en las mejores condiciones, es nuevo y espero que todo salga muy bien y que dure muchos años"
Void_Sentient,,"Reviewed in the United States on January 16, 2024","With RGB off, the battery lasts about a month from experience, over the 3 with a weak AA the Basilisk X I used to use had. The rubber is starting to wear a tiny bit after 4 months. Every other experience has been pretty stellar, if the software is a little confusing. However, your pc isn't taken hostage if you don't install the software unlike Razer who manages to slip in yelling at you every windows update with a reminder they still have you by your Core 2 Duos with their incessant advertising. Logitech G Hub is a fairly pleasant software to use in comparison. The switches feel good and there is no perceivable latency. The free spin for the scroll wheel is really smooth and satisfying to flick around, and though I don't use it the sniper button is pretty neat. The scroll wheel is also rebindable if you want to be a bit cheeky in modded Minecraft without using a macro."
Steven Precourt,,"Reviewed in the United States on December 10, 2023","My review is for the Gen 2 mouse. I have used the Gen 1 for almost 10 years as my primary mouse, and while it was great in most ways, it had some flaws like the defective switches which eventually made the mouse unusable, and also the excessive weight. The Gen 2 keeps everything that was good about the Gen 1 and improves everything that was wrong. The new switches feel great and super responsive, and because they're optical, there's no risk anymore of unwanted double clicking or getting stuck down. The weight of the mouse has also been reduced so it makes your response time and fatigue lower. I think the grip pads on the sides are more comfortable than the old model. I have big hands so using a ""normal"" size mouse is painful for me and the Gen 1 and Gen 2 are the only mice I've used that fit well in my hand. I can put my whole hand on the mouse up to my palm and my hand doesn't overhang the mouse. The Logitech software is also great and easy to use and lets you manually set DPI and rebind every button on the mouse which is amazing. So in summary, I think the Gen 2 is the best gaming mouse available."
Awesome Phone,,"Reviewed in the United States on April 26, 2024","Very cool mouse with tons of features and buttons.

Would purchase again."
Thomas,,"Reviewed in the United States on February 13, 2024","I've had this mouse for a few months now and find it very good quality.

The battery lasts quite a long time, I recharge it infrequently and I have the impression that it recharges quickly, I've never yet run out of battery while using it.
I also don't think there's anything to worry about in terms of mouse latency, it's imperceptible in my experience, I don't know, maybe more experienced gamers will see some latency but I don't think so.
I also use it for editing, and the shortcuts are useful.

Two bits of advice: disabling the backlight saves a lot of battery life (it may be better to buy the non-LED version) and I recommend buying a protective cover if you take the mouse on the move."
Francisco,,"Reviewed in the United States on October 2, 2023","Bought this as an upgrade from my wired G502 (Proteus spectrum-2016). That old mouse still worked perfectly (after 7 years of punishment) but it looked very worn out so I went for this new wireless version. This new mouse exceeded my expectations. The weight difference is MASSIVE. Before the change I used to get wrist pain after playing for a few hours, I even thought I had carpal tunnel syndrome (chronic wrist pain). Nevertheless after the change to the new mouse the pain is totally gone, I guess the lower weight is the reason.

I also like the new design. It is sleeker and most importantly it catches considerably less dirt than the old one. The way the buttons click and feel is also very sweet, I even like it more than the old version. At the beginning I was a little doubtful about getting a wireless mouse, since I thought that charging it would be annoying. I was wrong though, the battery lasts around 5 weeks (Using my PC 5 hours a day on average) and it charges relatively quickly, so the benefit of enjoying wireless freedom far outweights the need to charge it once in a while.

The logitech app to configure the mouse is not the best in the market, but for me it works fine. I really don't care about the lack of RGB and if it had RGB I would have it off anyways since it drains the battery extreamly quickly."
zunami,,"Reviewed in the United States on April 19, 2024","I'm glad they reverted to this ergonomic shape - This same type was popular in the 2010s, and I held on to an old one for years after they kind of fell off."
PietroMoopy,,"Reviewed in the United States on October 6, 2023","I've been using the G502 since it came out pretty much. I have a wired Hero currently and have been through about 5 different mice because of button failures. However, the Hero version has never failed on me. I wanted to get a wireless mouse, so I bought this. I personally think it's a step backwards. The DPI UP/DOWN buttons are better, but the scroll wheel is a step back in my opinion. There is no weight to it and when you want it to roll without resistance it's much harder to get going because it feels flimsy. Also, that is the main issue with this mouse for me, its weight the thing is way to light and there is no way to add weight to it. It makes the thing feel flimsy and this for a premium? What were they thinking, I will probably just order the wireless Hero version and return this mouse. I do like the DPI button change, but for me that is the only plus that this mouse brings to the table.

Edit: After a few days with the mouse it's actually quite good. I guess I was just so used to the other one in which I put a few weights in. But the X is starting to grow on me."
Jon Snow,,"Reviewed in the United States on January 16, 2023","Let's face it... It's hard to find a good mouse to fit larger hands. I never realized how important the location of where the middle of my ring finger contacts the mouse was prior to seeking my ideal wireless mouse. I have larger hands (20.5 cm or 8"" base of palm to tip of middle finger). I use hybrid claw/fingertip-ish grip with the back of my palm on the desk about 2 inches away from the very back of the mouse and no part of the palm touching the mouse. After trying and returning things like a Steelseries Prime Wireless, Steelseries Rival 650 wireless and Corsair Ironclaw Wireless, I found the size of the mouse does not necessary equate to comfort so much as design and contours. I love the switches/clicks of the Steelseries Prime mouse and the size and contours of the Ironclaw. The switches on the Ironclaw wireless were not as good as the switches on the wired Ironclaw I own and love. The Logitech G502 X wireless mouse is a great combination of the size/contours of the Ironclaw and the crisp-switch feel of the Steelseries. The Steelseries mice were extremely uncomfortable and even though they spec on the larger side, I felt like I had to pinch the mouse in order for my fingers to make contact with both sides causing cramping within minutes. The Ironclaw wireless switches I would consider near-faulty in design; complete mush. The G502 X feels like it's wired whereas the other wireless mice I tried did not feel as responsive (all using the included 2.4Ghz dongles). The G502 X wireless is now my go-to mouse. The G-hub software is Ok, but I think the Steelseries GG and Corsair software are more intuitive."
Joel P.,,"Reviewed in the United States on March 21, 2024","I've been using the old, wired version of this mouse for about 3 years now. After switching, I cannot imagine ever going back. the lack of needed cables, and the more space I was able to free u pfrom removing my cable hanger, has givven me so much free raign on my desk it's insane. I expected latency because of the wireless system, but there was almost no difference I could see. Automatically took on my old mouse settings once I plugged it into logitech G Hub, and the onbard memory works perfectly.

10/10 would highly recommend."
John Grey,,"Reviewed in the United States on January 9, 2023","Bought this to replace my wired G502 (non-Hero) that I gifted to my kiddos. If you liked the G502 or its variants, then the G502X is more of the same with a slight visual flourish. This is also means what I disliked about the G502 carries over the G502X as well.

In my case, I primarily play strategy games, RPGs, and first-person shooters in a distant 3rd. Prior to any of the G502 variants, I owned a G602, which has 6 thumb buttons and a higher physical profile, i.e. the arch where the palm would rest upon. The G502X, like its G502 siblings, only have 3 thumb buttons and a slightly lower physical profile. This smaller profile forces my hand into a claw-like grip, which leads to cramping after prolonged gaming sessions. My adult sized hand is a little over 7.5"" inches from the base of my palm to tip of my middle finger and about 9"" from the tip of my pinky to thumb when I spread my fingers as wide apart as I can go without stretching. The ergonomics were a non-issue with the G602, which fit my hand a bit more comfortably, because of the high palm arch. So why don't I go back to the G602? Well, I prefer the thumb button layout of the G502X and - to a much lesser extent - its visual flare. It's just much easier for my smooth brain to discern which thumb button I'm pressing without looking down and/or hunting for it like the G602/604. Ideally, I'd have a G504X, or something like that where it has the palm arch of the G602/604 variants, but the button layout of the G502X.

My last minor gripe about this mouse is that the RGB strip they contoured into the palm can be a little distracting because it's a harsh sudden line across the plastic. It would be nice if it was beveled/rounded a bit more so it would be so noticeable on the palm. It's a minor complaint as it takes some getting used to. Overall, I recommend this mouse.. it's still the best compromise of ergo, features, and flair that I could find."
Erik R. Johnson,,"Reviewed in the United States on July 2, 2023","First some basics. The primary button clicks do have a different sound/feel. It sounds almost metallic. What matters most is performance, and it sounds like the old switches could have problems where double-clicks are accidentally triggered (as the switches age -- relaying info, my prior mouse was Corsair). The scroll wheel is incredible in free-flow mode. I changed OS scrolling rate to one line per wheel step, and that combined with flick spinning is so incredibly useful!

I was going to with non-RGB because LED lights are really just a look thing so not important and it would eat into battery time significantly. But then I saw that the Logitech G Powerplay mouse pad both charges the mouse + serves as the wireless relay so you can use the wireless dongle elsewhere (like a laptop). Now, with the charging pad, battery is not an issue. The battery stays charged in the 85% to 95% range which is better than trying to keep it 100% (for battery longevity). So, the mouse is always ready to be used away from the pad if need be.

Right now this mouse is nearly ideal. Yes, it is expensive, but currently I consider it worth it. Even though I'm not into flash computer hardware, switching the LEDs to cycle through the spectrum over 20 seconds is really pretty neat looking. I have LED power default to 50% (because full is not needed), and switch to 25% when idle. This makes the mouse easier to see on the pad (otherwise completely black mouse on a black pad). Sure this is a minor thing, but hey, still neat."
David romero,,"Reviewed in the United States on May 15, 2024",great response times
E Miller,,"Reviewed in the United States on January 2, 2024","Incredibly impressed. I have multiple apps that I use daily, and this mouse is able to adjust the hotkeys based on what app I'm using. I'm so much faster now. The software is clean and easy to use.

The scroll wheel is ""loose"", which means you can spin it like a skateboard-wheel and it'll keep spinning. This can be very handy. When I have lots of scrolling to do, I just give it a whirl.

When it comes to clicking the middle mouse (scroll wheel down), that's a bit of an adjustment when you're used to regular mice (since it's so sensitive it may scroll before you click). But I got used to it pretty quickly.

I also love how it looks. I got the white ""stormtrooper"" looking one."
