Username,Rating,Date,Comment
ZeaTing L.,5,08 Apr 2023,Good quality and funtionality for the gaming guy. Especially material also let people feeling good.
Phoon J.,5,01 Jan 2022,it is in good condition
Mohd A.,5,07 Sep 2023,"Functionality: 
 Quality: 
 Material: 
 "
O***.,5,11 Apr 2023,Functionality:Well function Material:Quite niceeee Quality:Qyite Niceeee
Y***t,5,27 Nov 2021,Fast delivery
Chen K.,5,23 Nov 2021,"fast delivery, quick response and dope mouse"
T***k,5,10 Aug 2023,"Quality：very good
Material：plastic and metal"
B***e,5,17 Nov 2021,"Super super super good. Why? 
1. Weight is perfect (adjustable)
2. Buttons are very practical (My favourite part, never miss clicking)
3. Great fitting 
4. Most importantly it improves my toxic gameplay😉"
lim,5,15 Oct 2023,fast delivery  
Kai R.,5,30 Mar 2023,"amazing, fits perfectly in my hand and i love the ergonomics of it"
Darryl,5,12 Nov 2021,Fast delivering 
A***.,5,06 May 2023,comfortable to use. great for gaming. everything is programmable.
John L.,5,18 Aug 2023,Good product. Real authentic  
Shargurbaren U.,5,10 Nov 2021,Very responsive and sleek. Love the design and the customizable rgb is cool. 
Kaijyet Y.,5,03 Mar 2021,Good product fast delivery
Ahmad S.,5,03 Mar 2021,mantap mantul..barang mmng tiptop..set dpi 10k confirm chicken😝🤣🤣
WONG K.,5,02 Mar 2021,Fast delivery and good packaging condition
Charles C.,5,23 Feb 2021,highly recommended
dong Y.,5,17 Feb 2021,on time delivery
*******120,5,13 Sep 2023,Everything is ok.  
1***2,5,14 Sep 2023,Quality:nice 
Kenny T.,5,09 Feb 2021,"Perfect for gaming, highly recommended. Delivery used around 3weeks but still can accept because of MCO. (from KL) "
CH K.,5,08 Feb 2021,So far I'm satisfied. 
Justyna T.,5,05 Feb 2021,Good quality & Super fast delivery! 
Cantrelle L.,5,07 Sep 2023,Works well 
Ridzuan A.,5,19 May 2021,
Marcus,5,16 Sep 2021,Thank you! Well packed and worth for this price but shipping slow abit..
Andy N.,5,23 Jul 2022,Good 
C***.,5,14 Sep 2021,Superb performance. Fast delivery and good quality. Hope shop can do more offertory gift pack.
Muq,5,13 Sep 2021,"Good product,precise mouse"
NOOR H.,5,30 Dec 2020,Very nice mouse. Cheap too.
Susan J.,5,25 Dec 2020,great product no problem at all thank you...
Khairul F.,5,08 Sep 2021,"Great mouse, very comfortable for me (large hands). "
Shannon C.,5,23 Dec 2020,Fast delivery & well packed
anas R.,5,22 Dec 2020,terbaikkkkkk
Yen H.,5,22 Dec 2020,"Good and super fast delivery in 2 days, worth a try good for gaming and work use"
JC D.,5,19 Dec 2020,"A solid product, feels great in the hand and performs wonderfully."
Leong S.,5,18 Dec 2020,product arrived fast and works like a magic
BLAZEMAN 0.,5,17 Dec 2020,fast delivery
X***Q,5,19 Apr 2022,Good
Chin J.,5,16 Dec 2020,"Good product with good pricing during the sales as what you can expect on Logitech...
However the packaging still have some room for improvement as what others buyer mentioned..."
Mohd Y.,5,15 Dec 2020,"Really good original item, delivery was fast."
JT,5,15 Dec 2020,2 working days to deliver. Well packed. Product in good working. My son like it alot. Tq.
1***1,5,14 Dec 2020,The packaging and product was great; very pleased with the purchase 
Michelle Y.,5,12 Jul 2023,well pack and fast delivery
Vincent C.,5,26 Aug 2021,suprise me the delivery was superb mouse feels premium 
T***.,5,26 Aug 2021,good very nice
Amirul S.,5,25 Aug 2021,Excellent mouse. Box is dented but that's just courier problem
Gagandeep S.,5,16 Apr 2023,Functionality: Quality: Material:
Wan,5,30 Mar 2023,Mantap..Terbaik...Power..Padu....
jw,5,06 Apr 2023,Quality:good Functionality:best
Zi K.,5,27 Nov 2020,Ship fast come in good condition
J***.,5,20 Aug 2021,Good quality. Smooth and nice to use. Like it 
Carson L.,5,14 Aug 2021,"Nice product. Just having issue with the ghub installation when come to Mac mini. Lucky manage to resolve it thru some research online. 

Can adjust for the weights, dpi, RGB lighting, custom keys and scroll methods. "
Mohamad F.,5,09 Aug 2021,Great product from Logi. Multiple features suitable for gaming and productivity. Increased weight give precised aiming in games.
Kim M.,5,06 Aug 2021,good stuff
Jeeventhiran S.,5,27 Jul 2021,awesome product. legit
Alias A.,5,03 Sep 2021,great 👍 
Wong J.,5,16 Oct 2020,No complaint. Will buy again from logitech shop if there's offer again next time :)
Tengku J.,5,16 Oct 2020,banyak DPI setting boleh custom.. multifunctional buttons and sexy gila mouse ni... mmg smooth and sedap... sting aku yahuuuu
T***.,5,19 Jul 2021,正品，包装仔细没有被压坏，3天就收到。好评。
W***n,5,16 Jul 2021,The best gaming mouse I have ever use....... I satisfied with all of the features in this mouse...... Really recommended you guys to buy it.... Worth every penny
Verat Y.,5,13 Jul 2021,Fast delivery. well packaged with no damage. satisfied with product.
Win J.,5,26 Jun 2023,arrived quickly 👍
*******068,5,01 Jul 2021,Fast Delivery
Kelvin T.,5,28 Jun 2021,Fast delivery and good condition
Raynner U.,5,26 Jun 2021,Best mouse ever. thank you
O***.,5,22 Jun 2021,Absolutely stunning.
Muhamad R.,5,09 Jun 2023,nice..
Sc K.,5,11 Jun 2023,Quality:good
Im C.,5,12 Jun 2021,"barang smpai dlm keadaan yg bagus, dent sikit sahaja pada kotak. guna pun x da masalah. seller respon cpat. barang ori. "
Jia L.,5,12 Jun 2021,"Good Quality of Products, packaging were nicely done. "
Hoo C.,5,11 Aug 2020,"In the beginning, the scroller is a bit heavy/tight but after 1 month, the tension is OK."
Janith S.,5,17 Jul 2020,Best in the gaming mouse 
Salman A.,5,13 Jul 2020,Item received in well package and bubble wrapped. no damage at all. Delivery expected 2 weeks but received 5 days earlier. Thankyou lazada and logitech!!! Worth money to buy
Nur Z.,5,16 Jun 2020,"I was so unlucky because The mouse got a bit problem...the sensor of the mouse sometimes tend to disappear make it hard to use it in gaming. Disappointed with the product. But, generally mouse looking good, just technically it has problem. "
Jonathan Y.,5,16 Jun 2020,Very good packaging and nice mouse... 
Kenneth C.,5,21 Apr 2021,"Shipping is quick, product as described. Weight feels just nice without the additional weight. Perfect upgrade "
Mr B.,5,21 Apr 2021,Fastest ship by seller and product as expected good
David L.,5,08 Apr 2021,Ergonomic and spot on!
Kelvin K.,5,08 May 2020,Good quality!!
Joshua W.,5,07 Apr 2021,"Good product, good price, fast delivery."
Chen Y.,5,19 Jul 2021,😂👍👍👍
jayden,5,30 Apr 2020,this is a perfect mouse
soon,5,02 Apr 2021,good condition ＆ fast delivery good jod
Soon H.,5,02 Apr 2021,very love this
Amirul A.,5,02 Apr 2021,buy on sale worth every penny
j***.,5,01 Apr 2021,Package condition and packaging are very good.
Harfa E.,5,26 Apr 2020,Great item + fast delivery
N***.,5,31 Mar 2021,"Fast delivery, sooner than expected. It included a free mouse case as well.Although the box has a little bump, but the stuff still in good condition👍🏻"
danish,5,27 Mar 2021,"Great product and fast delivery too, recommended"
Keshihakumar,5,18 Apr 2020,The product was delivered quickly than i expected even during MCO so thumbs up for seller. The product was packaged well so no dents on the box. The mouse performance is exceptional. Thanks for your great service seller. 
Wilson C.,5,25 Mar 2021,very smooth n nice
Ng Y.,5,15 Apr 2020,Arrived in good quality and bought it for a good price. 
1***3,5,11 Oct 2023,
muhammad H.,5,16 Mar 2020,super fast delivery
Ian K.,5,12 Mar 2020,Ordered yesterday and arrived in 1 day 
eddie,5,19 Jun 2021,Perfect.
T***.,5,05 Feb 2023,"Fast delivery. Good quality.
Just the box a bit crush, but overall is good. Thank you."
Elgin,5,13 Feb 2020,All good condition and sent within 2 days 👍🏻
Pang C.,5,09 Feb 2020,good service and get the product with good condition
Low W.,5,22 Aug 2021,"Product didn't damaged, although abit for the box, it's working fine and it feels really nice to use."
Lee J.,5,19 Dec 2021,good mouse
A***.,5,12 Sep 2021,the mouse works as intended 
MOHD A.,5,22 Aug 2021,"Quick work from seller. And as expected, the mouse performing as it promised. 👍🏼"
Vince H.,5,23 Mar 2023,nice mouse
1***5,5,14 Dec 2020,Couple of knocks and dings on the box but product was good
TANG Y.,5,09 Nov 2019,"Very high quality mouse, you can trust Logitech mouse. I uses it for Rainbow Six Siege and it has adjustable DPI so it is very worthy to buy it for gaming. "
A***.,5,22 Aug 2023,
Sakib A.,5,10 Feb 2021,best
K***.,5,23 Oct 2022,Very good
vanian Y.,5,14 Aug 2023,
Marshall X.,5,07 Oct 2019,Nice，well function. Fast Delivery，get in 2days. 
CHANG K.,5,30 Sep 2019,"Super fast delivery.  Ordered on Monday,  received it on  Wednesday. "
Ian K.,5,25 Sep 2019,This product is very good !!!!!!!!!!
Hamizan H.,5,16 Jul 2019,Really like it
Wee X.,5,18 Sep 2020,"Good quality, original, trusted seller. Received after 2 day. Very fast delivery "
Kong S.,5,14 Aug 2020,fast delivery  
W***.,5,13 Jul 2023,
Lewis Y.,5,16 Dec 2022,"delivered within 4days after ordered, packaging can be slightly improvement🙏🏻"
Mohd.Isman K.,5,27 Jul 2022,"Fast delivery, received item within 3 days. Packing was ok, but the box has a few dents. The hard plastic within is badly torn but the respective area on the box has no visible damage. Also, the sculp at the plastic base doesn't fit the mouse at all. I'm guessing the OS has cannibalize materials from other different items. The merchandise itself is working fine. Guess that's why they're giving some discounts, so overall it's acceptable. "
Annie L.,5,12 Jul 2020,"Ordered and paid on 7/7, received in good condition on 10/7. The mouse is so far so good "
Asyraf R.,5,11 Jul 2020,"Just received and works perfectly. Don't know why can't upload pictures, only the option for the video."
Kim G.,5,29 Jun 2023,
Faris H.,5,22 Jun 2020,Item delivered on time. Product works as expected. Would have no hesitations buying from this seller again. 
kook C.,5,06 Jul 2021,Nice 
ahmad R.,5,11 Jun 2020,Bought it for rm182 during promo. What a steal!! Item works flawlessly. Great product 
amer Y.,5,03 Jun 2020,"packaging i can give 4 out of 5. the product? well, you know its logitech. wanted Lightspeed (coz wireless) but the price always the main problem. overall, its one of the best gaming mouse I've ever use. 💟💟💟💟💟"
mohdashmand,5,31 May 2020,good product quality. happy with the purchase.
THAM B.,5,21 May 2020,Nice product and fast delivery :) 
塞塞LaP,5,20 May 2020,Is nicely packed. What a NICE mouse!! when playing with shooting games and is worth the PRICE.
Ku Y.,5,19 May 2020,Great mouse. Good packaging.
********801,5,11 Jun 2023,
Lim W.,5,12 Aug 2020,noice
Brenda K.,5,19 Dec 2019,"The courier just throw the parcel into the house without informing anything, and didnt even call the receiver once when delivering the parcel. The parcel is being left outside of the house for two days cuz no one was home. Poor delivery service"
Tary N.,5,13 Sep 2019,底部有点小瑕疵
Syed F.,5,05 Jul 2019,Almost a month of using it and its still really good! very satisfied! i recomment everyone to buy this mouse if you are right handed.
n***.,5,03 Apr 2022,guuud
Phay C.,5,11 Jun 2022,
陈梓齐,5,13 Nov 2021,
cityice,5,21 Dec 2022,
D***.,5,18 Nov 2023,
Koh K.,5,02 Jul 2022,
Toh W.,5,24 Sep 2022,
Malcolm C.,5,23 May 2022,
BL,5,15 Apr 2020,good
Lim J.,5,28 Nov 2020,Fast delivery. Ordered on 27 November 2020 morning received on 28 November 2020 afternoon. The box is damaged when received but item is in good condition.
Jack W.,5,18 Dec 2022,good
F***.,5,15 Jul 2021,"received in 10 days, box has a dent. Fortunately, the mice everything is well"
*******699,5,11 Jun 2021,"even though the package was""Bang"" but still the item inside was fine "
clement C.,5,11 Jul 2020,"A great mouse to match my old blackwidow ultimate, receive second day after purchase 😎👍🏻 
Only thing not good is the box is slight damaged "
Chw O.,5,03 May 2021,"mouse just received 
No need to explain"
Y***i,5,05 Apr 2021,"the box already dented when i received the parcel. the packaging is not good enough. maybe wrap more woth bubble wrap. overall, i satisfied with the item and it works perfectly fine. "
Eva Y.,5,19 Apr 2021,
jokertu J.,5,05 Mar 2023,Quality：
Wan S.,5,17 Dec 2021,"the deliver just throw my parcel, and this item is electronic product , the parcel got show fragile item,and the deliver just throw it, not responsibility.

actually this item is good , quality is good. But the cable quality is not match."
*******493,5,16 Sep 2022,"Box i received a little bit crumpled but ive tested the mice nothing breaks, my advice is you have to put extra protections, im surprised a company this prestige cant afford to give customer a box for delivery since i bought mice and keyboard. will i buy again from logitech maybe if they improve their shipment handling ofc, if not nah."
M***.,5,05 Sep 2022,Packaging is good but no instruction menu to help me understanding the mouse button fucntion
noctis L.,5,19 Feb 2023,Nice
Shaan,5,27 Jan 2021,
Eugene T.,5,02 Apr 2021,
Skye K.,5,08 Feb 2021,
nur H.,5,28 Jan 2021,
A***.,5,01 Apr 2021,
ks T.,5,14 Feb 2021,
Asyraf R.,5,02 Apr 2021,
Teng Y.,5,16 Dec 2020,"Fast delivery, but box got damaged a bit "
天霆 廖.,5,16 Dec 2020,
Tain W.,5,12 Sep 2020,"upgrade from g102 to this, like alot those extra button"
Yamaguchi K.,5,30 May 2021,Item received in good condition with bubble wrap. Only issue is delay on delivery date. Other than that satisfactory.
Cheng C.,5,02 Oct 2019,"the G502 works beautifully, but the packaging got destroyed. "
TaQi,5,25 May 2020,
mohd A.,5,28 May 2020,
Hardeep,5,03 Jun 2020,"Hands down the best gaming mouse you can buy, IMHO. If you can afford a few hundred more then go for the wireless G502. Package was well packed and I mean so compactly put inside a box with some plastic air pocket thingy.

Only downside was how long it took for the item to be processed. Yep processed, not delivery. Delivery was fast, item picked up on tuesday and delivered the next day.

Took about exactly a week to get the item after I purchased it on Logitech Brand day for RM 179( Absolutely steal btw)"
Findmail,5,02 Jun 2020,Decent delivery speed
Bally,5,15 Jul 2021,"the item was good, box bit dented. overall functionality of the item was tip top. come with logitech sticker and some weight item for u to customise for the mouse.

was fine with the product, but the delivery was the worse ever. I'm giving low rating was because the delivery and not the item.

13 days after the item order placed and paid then I get the item. initial 5 days no update whereabouts, just stuck somewhere. until I msg one of the representative then, they say mark the item to be urgent"
Arif S.,5,28 May 2020,item received in good condit
J***g,5,15 Jun 2021,"The mouse serial number are different with the serial number on the box , how do I register my product warranty under Logitech g account ,shall I use the serial number on the tag label on the mouse or on the box ,in future, in case there's an issue with my mouse , I not wish that you trying to pushing your customer away with due to serial number issues then I'm not entitle for the claim,this is not my fault.How can Logitech ship out in this way ,are you selling me a display unit ? "
j***.,5,21 May 2021,"It’s Suckz Delivery Service!!
On 20th May 2021 my Lazada account shows that I received items by ppl I don’t know but I’m home whole day din’t received any call or saw any express came to my house ( prove of delivery had no picture just black out )
the next day 21thMay2021 just leave my items like picture as i upload...
All is risk to item damaged or allowed others to take away easily!

anyway i’m not going give 1 star to this seller due to their customer service reply me nicely "
Hazrin Z.,5,23 May 2021,the item arrived safely to my location and the only thing im not satisfied is the driver i cant figure it out to work. if the team member can help me pls do and i will further explain about the problem
1***8,5,01 Mar 2023,不推荐购买，kable和图片里不一样，我在实体店也找过这个滑鼠，实体店的话kable和图片一样，所以这个滑鼠不确定是不是正品，不建议购买，而且实体店要优惠过后和这里给的价格几乎一样，推荐去实体店买吧。
F***.,5,31 Dec 2021,"Smaller than G402, clunkier scroll wheel. The box was also wrinkled."
Sylvester M.,5,17 May 2020,"Received in dented box....thin wrap...mouse rgb secondary not function...
Just accept due to dont want wait long anymore...
Take 1 month to receive..."
Nicholas,5,07 Dec 2020,
Liew C.,5,12 Sep 2021,Delay so long shipping 
*******989,5,29 Jun 2022,没有说明书只能自己凭感觉拼，图片上说有送贴的镊子收到之后也没有附赠品
Ming H.,5,11 Jul 2020,
Omar A.,5,04 Jun 2020,
Fahim,5,01 Jun 2020,
J***.,5,08 Nov 2021,"The mouse doesnt register drag clicks, only managed to get 2 to 5 cps. I hope the technician can solve this problem.... "
Kwok E.,5,02 Jun 2020,"buy from logitech flagship store expect good quality but mouse wheel wobbly like it lose a screw or something keep shaking and noisy while moving smh...ask seller for replacement then he tell me email clickasia.my, makes me wonder if this is even official logitech store or not??"
